VIN (1-10);County;City;State;Postal Code;Model Year;Model;Electric Vehicle Type;Clean Alternative Fuel Vehicle (CAFV) Eligibility;Electric Range;Base MSRP;Legislative District;DOL Vehicle ID;Vehicle Location;Electric Utility;2020 Census Tract
KNDADFS59R;King;Seattle;WA;98112;2024;76;1;2;0;0;37;271758644;POINT (-122.30207 47.64085);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);53033007700
JTMABABA7R;King;Redmond;WA;98052;2024;129;1;2;0;0;45;268270866;POINT (-122.13158 47.67858);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033032324
7SAYGDEF1R;King;Sammamish;WA;98075;2024;134;1;2;0;0;41;261670727;POINT (-122.03539 47.61344);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033032215
3FMTK2SUXP;King;Seattle;WA;98125;2023;51;1;2;0;0;46;244324706;POINT (-122.30253 47.72656);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);53033000900
WA13ABGEXL;King;Bellevue;WA;98004;2020;5 SPORTBACK;1;1;218;0;48;261891059;POINT (-122.1872 47.61001);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033023806
JTMABABA1P;King;Seattle;WA;98125;2023;129;1;2;0;0;46;251535077;POINT (-122.30253 47.72656);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);53033000900
1GYKPRRL3R;King;Seattle;WA;98102;2024;32;1;2;0;0;43;271847278;POINT (-122.32427 47.63433);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);53033007501
5YJ3E1EA2P;King;Kirkland;WA;98034;2023;131;1;2;0;0;45;255347949;POINT (-122.22901 47.72201);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033022003
1G1FX6S09J;King;Kirkland;WA;98034;2018;35;1;1;238;0;45;176214846;POINT (-122.22901 47.72201);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033022003
KM8JBDA29N;King;Seattle;WA;98125;2022;71;2;1;33;0;46;208667539;POINT (-122.30253 47.72656);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);53033000102
5YJ3E1EA6R;King;Kent;WA;98030;2024;131;1;2;0;0;47;272863986;POINT (-122.19975 47.37483);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033029504
5YJ3E1EA2P;King;Bellevue;WA;98007;2023;131;1;2;0;0;48;260576487;POINT (-122.12056 47.61334);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033022804
7SAYGDEE6P;Thurston;Tenino;WA;98589;2023;134;1;2;0;0;20;250981188;POINT (-122.85135 46.85752);PUGET SOUND ENERGY INC;53067012610
JHMZC5F1XK;King;Kirkland;WA;98034;2019;60;2;1;47;0;1;268373577;POINT (-122.22901 47.72201);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033022300
7PDSGABL2N;King;Renton;WA;98056;2022;122;1;2;0;0;41;231148032;POINT (-122.1805 47.4206);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033025304
7SAYGDEE7R;King;Renton;WA;98059;2024;134;1;2;0;0;11;275789965;POINT (-122.15734 47.48718);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033025101
7SAYGDEE2P;King;Seattle;WA;98199;2023;134;1;2;0;0;36;252373929;POINT (-122.40092 47.65908);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);53033005803
7SAYGDEE6P;King;Bellevue;WA;98006;2023;134;1;2;0;0;41;224496499;POINT (-122.12096 47.55584);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033024800
5UXTA6C04P;King;Seattle;WA;98178;2023;27;2;1;30;0;37;233784323;POINT (-122.23825 47.49461);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);53033011901
KNDCR3L19P;King;Seattle;WA;98103;2023;77;1;2;0;0;43;228635557;POINT (-122.35436 47.67596);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);5303300420
7SAYGAEE9R;King;Newcastle;WA;98056;2024;134;1;2;0;0;41;267394011;POINT (-122.1805 47.4206);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033024703
JTDKN3DP6E;Kitsap;Port Orchard;WA;98367;2014;139;2;3;6;0;35;232368321;POINT (-122.68516 47.50645);PUGET SOUND ENERGY INC;53035092901
5YJ3E1EB1L;King;Bellevue;WA;98004;2020;131;1;1;322;0;41;4787982;POINT (-122.1872 47.61001);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033023801
7SAYGDEE5P;King;Seattle;WA;98109;2023;134;1;2;0;0;36;260082679;POINT (-122.35022 47.63824);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);53033006703
1G1RC6S51H;King;Seattle;WA;98144;2017;39;2;1;53;0;37;145618462;POINT (-122.30866 47.57874);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);5303300942
7SAYGDEE3R;King;Seattle;WA;98109;2024;134;1;2;0;0;43;269717479;POINT (-122.35022 47.63824);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);53033007301
7SAYGDEE2P;King;Seattle;WA;98133;2023;134;1;2;0;0;32;270674792;POINT (-122.35029 47.71871);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);53033001400
7PDSGBBA6S;King;Seattle;WA;98125;2025;122;1;2;0;0;46;272043306;POINT (-122.30253 47.72656);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);53033000601
5YJ3E1EBXN;King;Seattle;WA;98109;2022;131;1;2;0;0;36;193969807;POINT (-122.35022 47.63824);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);53033007002
1N4AZ0CP4D;King;Shoreline;WA;98133;2013;113;1;1;75;0;32;138203369;POINT (-122.35029 47.71871);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);53033020301
7SAYGDEEXN;King;Federal Way;WA;98003;2022;134;1;2;0;0;30;218131245;POINT (-122.3303 47.30151);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033030102
5YJYGDEE8M;King;Seattle;WA;98133;2021;134;1;2;0;0;46;138256205;POINT (-122.35029 47.71871);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);53033001300
JTMABABA2R;King;Burien;WA;98146;2024;129;1;2;0;0;34;269714728;POINT (-122.36178 47.49408);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);53033026700
7SAXCAE52P;King;Kirkland;WA;98033;2023;133;1;2;0;0;48;261088831;POINT (-122.2066 47.67887);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033022701
YV4BR0DL1L;King;Seattle;WA;98117;2020;154;2;3;18;0;36;260046013;POINT (-122.38418 47.70044);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);53033002900
5UXTA6C01M;Kitsap;Bainbridge Island;WA;98110;2021;27;2;1;30;0;23;169333720;POINT (-122.521 47.62728);PUGET SOUND ENERGY INC;53035090800
5YJYGDEE0L;King;Kirkland;WA;98033;2020;134;1;1;291;0;48;127326930;POINT (-122.2066 47.67887);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033022603
JTDKARFP3J;King;Seattle;WA;98115;2018;140;2;3;25;0;46;275223945;POINT (-122.31676 47.68156);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);53033002000
7PDSGBBA6R;King;Seattle;WA;98177;2024;122;1;2;0;0;36;270831774;POINT (-122.36498 47.72238);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);53033001400
YV4H60DE1P;Kitsap;Bainbridge Island;WA;98110;2023;154;2;1;35;0;23;230072923;POINT (-122.521 47.62728);PUGET SOUND ENERGY INC;53035090902
7SAYGDEE7N;King;Seattle;WA;98102;2022;134;1;2;0;0;43;192552594;POINT (-122.32427 47.63433);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);5303300642
5YJYGDEF5L;King;Seattle;WA;98146;2020;134;1;1;291;0;34;113248481;POINT (-122.36178 47.49408);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);53033012100
5YJ3E1EB2M;Clark;Vancouver;WA;98683;2021;131;1;2;0;0;17;142177136;POINT (-122.49212 45.60365);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011041323
3FA6P0SU2E;King;Kent;WA;98031;2014;50;2;3;19;0;47;216701992;POINT (-122.17743 47.41185);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033029405
KM8KRDAF9P;King;Kirkland;WA;98033;2023;63 5;1;2;0;0;45;223534181;POINT (-122.2066 47.67887);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033022603
YV4ED3UR4M;King;Kirkland;WA;98034;2021;X147;1;2;0;0;1;269812042;POINT (-122.22901 47.72201);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033022300
KNDPZDDHXS;Thurston;Olympia;WA;98502;2025;82;2;1;34;0;22;276980140;POINT (-122.92333 47.03779);PUGET SOUND ENERGY INC;53067010600
WMW13DJ09P;King;Burien;WA;98168;2023;108;1;2;0;0;34;227310527;POINT (-122.3317 47.50314);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);53033027400
5YJXCAE45G;Kitsap;Bainbridge Island;WA;98110;2016;133;1;1;200;0;23;179715154;POINT (-122.521 47.62728);PUGET SOUND ENERGY INC;53035091002
5YJ3E1EB8N;King;Seattle;WA;98122;2022;131;1;2;0;0;37;202917718;POINT (-122.31009 47.60803);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);53033008700
7SAYGDEF9R;King;Kirkland;WA;98033;2024;134;1;2;0;0;45;264531179;POINT (-122.2066 47.67887);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033022006
5YJSA1E23G;Clark;Camas;WA;98607;2016;132;1;1;210;0;18;205749708;POINT (-122.40199 45.58694);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011041325
7SAYGDED7S;Snohomish;Everett;WA;98204;2025;134;1;2;0;0;21;273990342;POINT (-122.27557 47.88936);PUGET SOUND ENERGY INC;53061041815
1FMCU0KZ3N;King;Federal Way;WA;98023;2022;47;2;1;38;0;30;197620034;POINT (-122.36321 47.3084);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033030101
JTDACACU5R;King;Seattle;WA;98125;2024;140;2;1;39;0;46;272127285;POINT (-122.30253 47.72656);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);53033000900
7SAYGDEF9P;King;Seattle;WA;98177;2023;134;1;2;0;0;36;231035976;POINT (-122.36498 47.72238);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);53033001400
1G1FY6S00L;King;Kent;WA;98030;2020;35;1;1;259;0;47;150355173;POINT (-122.19975 47.37483);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033029604
5YJ3E1EB5J;King;Redmond;WA;98052;2018;131;1;1;215;0;45;474794449;POINT (-122.13158 47.67858);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033032323
5YJSA1E20K;King;Kirkland;WA;98034;2019;132;1;1;270;0;1;477598341;POINT (-122.22901 47.72201);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033022203
7SAYGDEF3P;King;Bellevue;WA;98008;2023;134;1;2;0;0;48;262015855;POINT (-122.11867 47.63131);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033023100
5YJXCBE22L;King;Kirkland;WA;98033;2020;133;1;1;293;0;48;125869355;POINT (-122.2066 47.67887);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033022501
KM8K53AG28;King;Seattle;WA;98109;2021;67 ELECTRIC;1;2;0;0;36;156437529;POINT (-122.35022 47.63824);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);53033006701
7SAYGDEE0P;King;Kirkland;WA;98034;2023;134;1;2;0;0;45;254742652;POINT (-122.22901 47.72201);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033021903
2C4RC1N73J;King;Bellevue;WA;98006;2018;40;2;1;33;0;41;474699403;POINT (-122.12096 47.55584);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033024701
KNDC3DLC7R;King;Renton;WA;98058;2024;75;1;2;0;0;11;265237192;POINT (-122.08747 47.4466);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033025804
1FT6W3L73R;King;Bothell;WA;98011;2024;48;1;2;0;0;1;272637060;POINT (-122.20563 47.76144);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033022001
WMZ23BS02M;King;Seattle;WA;98125;2021;107;2;3;17;0;46;133792718;POINT (-122.30253 47.72656);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);53033001202
5YJYGDEE4M;King;Burien;WA;98168;2021;134;1;2;0;0;34;161886868;POINT (-122.3317 47.50314);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);53033027400
7SAYGDEE9R;Clark;Vancouver;WA;98686;2024;134;1;2;0;0;17;269872095;POINT (-122.62731 45.71668);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011040812
1G1FY6S01L;Thurston;Olympia;WA;98501;2020;35;1;1;259;0;22;5966775;POINT (-122.89166 47.03956);PUGET SOUND ENERGY INC;53067010100
1V2WNPE8XP;Clark;Ridgefield;WA;98642;2023;146;1;2;0;0;18;254640018;POINT (-122.74595 45.81539);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011040304
5YJ3E1EA8K;King;Redmond;WA;98052;2019;131;1;1;220;0;45;333010639;POINT (-122.13158 47.67858);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033032321
7SAXCAE58P;King;Redmond;WA;98052;2023;133;1;2;0;0;45;233645051;POINT (-122.13158 47.67858);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033032323
1N4AZ1CP6L;Cowlitz;Castle Rock;WA;98611;2020;113;1;1;149;0;20;141841108;POINT (-122.90724 46.27509);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY;5301421700
JTMABACA5R;Clark;Vancouver;WA;98682;2024;137;1;2;0;0;17;267342134;POINT (-122.55149 45.69345);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011040714
5YJXCBE22J;King;Burien;WA;98168;2018;133;1;1;238;0;34;127075728;POINT (-122.3317 47.50314);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);53033027000
5YJSA1E22H;Clark;Vancouver;WA;98662;2017;132;1;1;210;0;17;205558230;POINT (-122.57722 45.64251);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011040703
5YJYGDEE1M;King;Burien;WA;98146;2021;134;1;2;0;0;34;145587158;POINT (-122.36178 47.49408);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);53033026700
1G1FY6S0XL;King;Bellevue;WA;98004;2020;35;1;1;259;0;48;270194830;POINT (-122.1872 47.61001);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033023805
5YJ3E1EA1P;King;Federal Way;WA;98023;2023;131;1;2;0;0;30;271968518;POINT (-122.36321 47.3084);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033030308
5YJXCBE23L;King;Newcastle;WA;98059;2020;133;1;1;293;0;41;125751391;POINT (-122.15734 47.48718);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);5303302425
5YJ3E1E3P;Clark;Vancouver;WA;98682;2023;131;1;2;0;0;17;235179514;POINT (-122.55149 45.69345);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011040714
1N4AZ0CP7E;King;Bellevue;WA;98006;2014;113;1;1;84;0;41;191615700;POINT (-122.12096 47.55584);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033024800
5YJ3E1EA2R;King;Shoreline;WA;98133;2024;131;1;2;0;0;32;271182145;POINT (-122.35029 47.71871);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);53033021000
5YJXCBE28G;King;Seattle;WA;98115;2016;133;1;1;200;0;43;103221744;POINT (-122.31676 47.68156);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);53033003601
5YJ3E1EB7N;King;Seattle;WA;98109;2022;131;1;2;0;0;43;187327955;POINT (-122.35022 47.63824);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);53033007301
3GNKDBRJ4R;King;Kent;WA;98030;2024;33;1;2;0;0;47;269559342;POINT (-122.19975 47.37483);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033029603
1C4RJXR65R;King;Renton;WA;98056;2024;74;2;3;21;0;41;264701342;POINT (-122.1805 47.4206);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033025304
7SAYGDED2P;King;Newcastle;WA;98056;2023;134;1;2;0;0;41;261083035;POINT (-122.1805 47.4206);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033024703
7SAYGDEE5P;King;Bellevue;WA;98004;2023;134;1;2;0;0;41;256101492;POINT (-122.1872 47.61001);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033023807
5UXTA6C02N;King;Kirkland;WA;98033;2022;27;2;1;30;0;45;177933598;POINT (-122.2066 47.67887);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033022603
7SAYGDEE8N;Kitsap;Bremerton;WA;98312;2022;134;1;2;0;0;35;220331744;POINT (-122.6563 47.56739);PUGET SOUND ENERGY INC;53035081000
5YJXCDE25L;King;Seattle;WA;98122;2020;133;1;1;289;0;37;5988979;POINT (-122.31009 47.60803);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);53033007800
5YJ3E1EB4J;Kitsap;Bainbridge Island;WA;98110;2018;131;1;1;215;0;23;472114835;POINT (-122.521 47.62728);PUGET SOUND ENERGY INC;53035090800
W1KEG2CB3P;Clark;Vancouver;WA;98682;2023;98;1;2;0;0;17;265182004;POINT (-122.55149 45.69345);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011040713
KM8KRDDF4R;King;Seattle;WA;98103;2024;63 5;1;2;0;0;46;275491065;POINT (-122.35436 47.67596);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);53033002700
1N4BZ0CP1H;King;Seattle;WA;98133;2017;113;1;1;107;0;36;103856665;POINT (-122.35029 47.71871);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);53033001400
3FMTK4SX7N;Yakima;Yakima;WA;98908;2022;51;1;2;0;0;14;262992138;POINT (-120.60272 46.59656);PACIFICORP;53077000903
7SAYGDEE6R;King;Bellevue;WA;98006;2024;134;1;2;0;0;41;264437393;POINT (-122.12096 47.55584);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);5303302421
JTDACACU3P;Kitsap;Kingston;WA;98346;2023;140;2;1;39;0;23;249724891;POINT (-122.4977 47.79802);PUGET SOUND ENERGY INC;53035090102
5YJ3E1EB7N;King;Redmond;WA;98052;2022;131;1;2;0;0;48;203733036;POINT (-122.13158 47.67858);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033032325
KNDCR3L11S;Thurston;Olympia;WA;98506;2025;77;1;2;0;0;22;274192887;POINT (-122.87741 47.05997);PUGET SOUND ENERGY INC;53067010200
5YJSA1CG7D;King;Sammamish;WA;98075;2013;132;1;1;208;69900;41;120978546;POINT (-122.03539 47.61344);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033032215
5YJSA1E20K;King;Kirkland;WA;98033;2019;132;1;1;270;0;48;253814879;POINT (-122.2066 47.67887);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033022701
7FCTGAAA8P;King;Bellevue;WA;98007;2023;123;1;2;0;0;41;236147936;POINT (-122.12056 47.61334);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033023604
5YJXCBE28J;King;Bellevue;WA;98004;2018;133;1;1;238;0;48;117103213;POINT (-122.1872 47.61001);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033023806
5YJ3E1EC5M;King;Kent;WA;98031;2021;131;1;2;0;0;47;148618256;POINT (-122.17743 47.41185);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033029405
1G1RC6S54H;King;Seattle;WA;98106;2017;39;2;1;53;0;34;9954612;POINT (-122.35163 47.54287);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);53033011300
5UXTA6C02M;King;Bothell;WA;98011;2021;27;2;1;30;0;1;128623463;POINT (-122.20563 47.76144);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033021804
7SAYGDEE9R;Thurston;Yelm;WA;98597;2024;134;1;2;0;0;2;264435657;POINT (-122.60735 46.94239);PUGET SOUND ENERGY INC;53067012412
7SAXCAE56P;King;Redmond;WA;98052;2023;133;1;2;0;0;45;223920000;POINT (-122.13158 47.67858);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033032323
JTJKKCFZ4R;King;Renton;WA;98056;2024;85;2;1;37;0;41;245594296;POINT (-122.1805 47.4206);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033025304
YV4H60CF9R;King;Seattle;WA;98112;2024;155;2;1;32;0;43;270019347;POINT (-122.30207 47.64085);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);53033006300
7G2CEHEE4R;King;Kent;WA;98030;2024;130;1;2;0;0;47;271170469;POINT (-122.19975 47.37483);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033029603
5YJYGDEE6M;Kitsap;Seabeck;WA;98380;2021;134;1;2;0;0;35;137143989;POINT (-122.81585 47.64509);PUGET SOUND ENERGY INC;53035091301
7SAYGDEE3P;King;Auburn;WA;98092;2023;134;1;2;0;0;47;252125688;POINT (-122.1821 47.3199);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033029602
1N4BZ1CP4K;King;Renton;WA;98056;2019;113;1;1;150;0;41;304506128;POINT (-122.1805 47.4206);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033025304
5YJXCBE23J;King;Redmond;WA;98052;2018;133;1;1;238;0;45;211732951;POINT (-122.13158 47.67858);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033032321
WBY53EJ03P;King;Bellevue;WA;98004;2023;23;1;2;0;0;41;249697402;POINT (-122.1872 47.61001);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033023801
5YJSA1E1XG;King;Sammamish;WA;98074;2016;132;1;1;210;0;45;148073089;POINT (-122.02054 47.60326);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033032217
7SAXCDE58R;Snohomish;Mukilteo;WA;98275;2024;133;1;2;0;0;21;267768665;POINT (-122.29196 47.89908);PUGET SOUND ENERGY INC;53061041301
YV4H60CX1P;King;Seattle;WA;98122;2023;155;2;1;32;0;37;218419736;POINT (-122.31009 47.60803);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);53033007800
LYVBR0DL3J;King;Kirkland;WA;98033;2018;154;2;3;17;52900;48;348820825;POINT (-122.2066 47.67887);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033022502
7SAYGDEE8R;King;Bellevue;WA;98006;2024;134;1;2;0;0;41;271497607;POINT (-122.12096 47.55584);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033024901
1C4RJXR64R;Clark;Brush Prairie;WA;98606;2024;74;2;3;21;0;18;254722842;POINT (-122.54578 45.73473);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011040603
WMW13DJ01R;King;Seattle;WA;98103;2024;108;1;2;0;0;46;265905195;POINT (-122.35436 47.67596);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);53033002700
1N4AZ0CP5F;King;Lake Forest Park;WA;98155;2015;113;1;1;84;0;46;183875730;POINT (-122.3175 47.75781);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);53033021400
5YJ3E1EB3S;Kitsap;Seabeck;WA;98380;2025;131;1;2;0;0;35;274821494;POINT (-122.81585 47.64509);PUGET SOUND ENERGY INC;53035091301
5YJ3E1EA6K;Snohomish;Snohomish;WA;98296;2019;131;1;1;220;0;44;176340356;POINT (-122.1389 47.87115);PUGET SOUND ENERGY INC;53061041610
WB523CF05R;King;Bellevue;WA;98004;2024;25;1;2;0;0;48;260518674;POINT (-122.1872 47.61001);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033024001
5YJ3E1EA4P;King;Bellevue;WA;98006;2023;131;1;2;0;0;41;251943562;POINT (-122.12096 47.55584);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033024800
WP1AA2XA7R;King;Kirkland;WA;98033;2024;118;1;1;308;0;48;274240004;POINT (-122.2066 47.67887);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033022604
WVGKMPE29M;King;Renton;WA;98058;2021;146;1;2;0;0;11;190314113;POINT (-122.08747 47.4466);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033025804
1G1RA6S53H;Thurston;Yelm;WA;98597;2017;39;2;1;53;0;2;166275574;POINT (-122.60735 46.94239);PUGET SOUND ENERGY INC;53067012422
1G1RC6S51G;Clark;Battle Ground;WA;98604;2016;39;2;1;53;0;18;148047721;POINT (-122.5331 45.78092);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011040407
JTMAB3FV7R;Clark;La Center;WA;98629;2024;141 PRIME;2;1;42;0;18;265341968;POINT (-122.67248 45.86156);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011040201
1C4JJXP61M;Yakima;Grandview;WA;98930;2021;74;2;3;25;0;15;156830131;POINT (-119.90123 46.25606);BONNEVILLE POWER ADMINISTRATION||PACIFICORP||BENTON RURAL ELECTRIC ASSN;53077001901
5YJ3E1EB9L;King;Renton;WA;98056;2020;131;1;1;322;0;41;128459782;POINT (-122.1805 47.4206);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033025304
7SAYGDEE0P;King;Covington;WA;98042;2023;134;1;2;0;0;47;244924669;POINT (-122.09124 47.33778);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033031710
1FTBW1XK0N;King;Tukwila;WA;98168;2022;53;1;2;0;0;11;269656824;POINT (-122.3317 47.50314);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);53033027200
3FMTK3SU3N;Clark;Vancouver;WA;98663;2022;51;1;2;0;0;49;224009922;POINT (-122.64695 45.65675);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011041003
7SAYGAEE0R;Snohomish;Snohomish;WA;98296;2024;134;1;2;0;0;44;265716489;POINT (-122.1389 47.87115);PUGET SOUND ENERGY INC;53061041610
7SAYGDEE9N;King;Kirkland;WA;98033;2022;134;1;2;0;0;48;217167212;POINT (-122.2066 47.67887);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033022604
WAUEJBFW4P;King;Normandy Park;WA;98166;2023;5 GT;1;2;0;0;33;261151908;POINT (-122.34102 47.46593);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033028600
5UXTA6C00N;King;Issaquah;WA;98027;2022;27;2;1;30;0;5;258635996;POINT (-122.03439 47.5301);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033032103
7SAYGDED3R;King;Bellevue;WA;98006;2024;134;1;2;0;0;41;264994481;POINT (-122.12096 47.55584);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033024901
WP0AC2Y12M;King;Bellevue;WA;98004;2021;120;1;1;192;0;48;171550158;POINT (-122.1872 47.61001);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033024002
KNDC3DLC5P;King;Kirkland;WA;98034;2023;75;1;2;0;0;45;224015970;POINT (-122.22901 47.72201);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033021904
